ID,PART_DESCRIPTION,CAPACITY_mAh,NOMINAL_VOLTAGE_V,MAX_OPERATING_TEMP_C,MIN_OPERATING_TEMP_C,FORM_FACTOR,MAX_DISCHARGE_CURRENT_A,ANODE_MATERIAL,CATHODE_MATERIAL
B438,Nickel-metal hydride battery pack for hybrid vehicles,1000.0,3.2,50.0,-10.0,Cylindrical,100.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B439,Lead-acid deep cycle battery for UPS,10000.0,24.0,,-20.0,Pouch,2.0,Lead,Lead Dioxide
B440,High capacity lithium-ion cell for EVs,3000.0,24.0,60.0,0.0,Prismatic,1.0,Graphite,Lithium Iron Phosphate
B441,High capacity lithium-ion cell for EVs,5000.0,24.0,70.0,-20.0,Pouch,10.0,Graphite,Lithium Iron Phosphate
B442,Solid-state battery prototype for aerospace,,,60.0,-20.0,Pouch,50.0,Lithium Metal,
B443,Nickel-metal hydride battery pack for hybrid vehicles,2000.0,24.0,70.0,-20.0,Cylindrical,100.0,Hydrogen-absorbing Alloy,
B444,Nickel-metal hydride battery pack for hybrid vehicles,,3.7,50.0,0.0,Cylindrical,20.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B445,Solid-state battery prototype for aerospace,5000.0,3.2,40.0,-10.0,Cylindrical,100.0,Lithium Metal,Lithium Cobalt Oxide
B446,Lead-acid deep cycle battery for UPS,5000.0,3.2,50.0,-10.0,Pouch,100.0,,Lead Dioxide
B447,Nickel-metal hydride battery pack for hybrid vehicles,3000.0,3.2,70.0,-10.0,Pouch,1.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B448,High capacity lithium-ion cell for EVs,2500.0,3.6,60.0,-20.0,Pouch,20.0,,Lithium Iron Phosphate
B449,High capacity lithium-ion cell for EVs,,3.6,50.0,0.0,Cylindrical,,Graphite,Lithium Iron Phosphate
B450,Compact LiFePO4 battery for solar storage,,12.0,60.0,-20.0,Prismatic,2.0,Graphite,Lithium Cobalt Oxide
,Nickel-metal hydride battery pack for hybrid vehicles,3000.0,12.0,60.0,-10.0,Pouch,100.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
,Lead-acid deep cycle battery for UPS,,12.0,60.0,-10.0,Pouch,1.0,Lead,
B453,Solid-state battery prototype for aerospace,10000.0,3.6,50.0,,Pouch,20.0,Lithium Metal,Lithium Cobalt Oxide
B454,Solid-state battery prototype for aerospace,2500.0,3.6,,-20.0,,2.0,,Lithium Cobalt Oxide
B455,Lead-acid deep cycle battery for UPS,5000.0,12.0,60.0,-10.0,Pouch,10.0,Lead,Lead Dioxide
B456,Compact LiFePO4 battery for solar storage,5000.0,12.0,50.0,,,5.0,Graphite,Lithium Cobalt Oxide
B457,Solid-state battery prototype for aerospace,1000.0,24.0,60.0,-20.0,Pouch,5.0,Lithium Metal,Lithium Cobalt Oxide
B458,Nickel-metal hydride battery pack for hybrid vehicles,2500.0,12.0,50.0,-20.0,Prismatic,2.0,,Nickel Oxyhydroxide
B459,Compact LiFePO4 battery for solar storage,10000.0,,,-10.0,Pouch,,Graphite,Lithium Cobalt Oxide
B460,Nickel-metal hydride battery pack for hybrid vehicles,,3.7,,-10.0,Cylindrical,50.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
,High capacity lithium-ion cell for EVs,5000.0,3.6,,-20.0,Cylindrical,2.0,Graphite,Lithium Iron Phosphate
B462,Compact LiFePO4 battery for solar storage,10000.0,12.0,60.0,-20.0,,50.0,Graphite,Lithium Cobalt Oxide
B463,Solid-state battery prototype for aerospace,,3.6,40.0,,Cylindrical,50.0,Lithium Metal,Lithium Cobalt Oxide
B464,Compact LiFePO4 battery for solar storage,1000.0,3.6,40.0,,Pouch,,Graphite,Lithium Cobalt Oxide
B465,Compact LiFePO4 battery for solar storage,5000.0,3.6,60.0,,Cylindrical,50.0,Graphite,Lithium Cobalt Oxide
B466,Compact LiFePO4 battery for solar storage,2000.0,3.7,40.0,-20.0,Prismatic,10.0,Graphite,Lithium Cobalt Oxide
B467,Compact LiFePO4 battery for solar storage,2000.0,3.2,,-10.0,Cylindrical,20.0,,Lithium Cobalt Oxide
B468,Nickel-metal hydride battery pack for hybrid vehicles,1000.0,12.0,40.0,0.0,Cylindrical,2.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B469,High capacity lithium-ion cell for EVs,3000.0,3.2,60.0,-10.0,Cylindrical,100.0,Graphite,
B470,Lead-acid deep cycle battery for UPS,5000.0,,60.0,-10.0,Pouch,10.0,Lead,Lead Dioxide
B471,Compact LiFePO4 battery for solar storage,2500.0,3.2,,0.0,Cylindrical,1.0,Graphite,Lithium Cobalt Oxide
B472,Solid-state battery prototype for aerospace,1000.0,3.6,70.0,-20.0,Prismatic,5.0,Lithium Metal,Lithium Cobalt Oxide
B473,Compact LiFePO4 battery for solar storage,3000.0,24.0,60.0,0.0,,2.0,Graphite,Lithium Cobalt Oxide
B474,Solid-state battery prototype for aerospace,,3.6,50.0,-10.0,Cylindrical,2.0,,
B475,Nickel-metal hydride battery pack for hybrid vehicles,2000.0,3.6,40.0,-20.0,Cylindrical,2.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B476,Solid-state battery prototype for aerospace,2000.0,3.2,40.0,,Prismatic,10.0,Lithium Metal,Lithium Cobalt Oxide
B477,Lead-acid deep cycle battery for UPS,2500.0,3.6,50.0,-20.0,Cylindrical,1.0,Lead,Lead Dioxide
B478,High capacity lithium-ion cell for EVs,1000.0,3.2,50.0,-20.0,Prismatic,100.0,Graphite,Lithium Iron Phosphate
B479,Solid-state battery prototype for aerospace,2000.0,24.0,60.0,,,20.0,Lithium Metal,
B480,Solid-state battery prototype for aerospace,5000.0,12.0,40.0,-20.0,Cylindrical,1.0,Lithium Metal,
B481,High capacity lithium-ion cell for EVs,,3.2,50.0,0.0,,10.0,Graphite,Lithium Iron Phosphate
B482,Lead-acid deep cycle battery for UPS,,24.0,40.0,-10.0,,,,Lead Dioxide
B483,Compact LiFePO4 battery for solar storage,2500.0,12.0,50.0,,,5.0,Graphite,
B484,Solid-state battery prototype for aerospace,,3.7,,-10.0,,2.0,Lithium Metal,Lithium Cobalt Oxide
,High capacity lithium-ion cell for EVs,,3.2,70.0,-10.0,,20.0,Graphite,Lithium Iron Phosphate
B486,Nickel-metal hydride battery pack for hybrid vehicles,5000.0,3.2,60.0,-20.0,,50.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B487,High capacity lithium-ion cell for EVs,1000.0,3.7,40.0,0.0,Cylindrical,,Graphite,
B488,Nickel-metal hydride battery pack for hybrid vehicles,,3.7,70.0,-20.0,Pouch,,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B489,Lead-acid deep cycle battery for UPS,3000.0,,40.0,-10.0,Prismatic,100.0,Lead,Lead Dioxide
B490,Compact LiFePO4 battery for solar storage,,,40.0,-10.0,Prismatic,,Graphite,Lithium Cobalt Oxide
B491,High capacity lithium-ion cell for EVs,,3.6,70.0,0.0,,50.0,Graphite,Lithium Iron Phosphate
B492,Solid-state battery prototype for aerospace,2000.0,,40.0,-20.0,Pouch,1.0,Lithium Metal,Lithium Cobalt Oxide
B493,Lead-acid deep cycle battery for UPS,2000.0,12.0,40.0,-10.0,Cylindrical,10.0,Lead,
B494,High capacity lithium-ion cell for EVs,10000.0,12.0,60.0,-10.0,Pouch,2.0,Graphite,Lithium Iron Phosphate
B495,Solid-state battery prototype for aerospace,3000.0,3.6,70.0,-10.0,Cylindrical,20.0,Lithium Metal,Lithium Cobalt Oxide
,High capacity lithium-ion cell for EVs,1000.0,3.7,70.0,,,1.0,Graphite,Lithium Iron Phosphate
B497,Nickel-metal hydride battery pack for hybrid vehicles,,24.0,,-10.0,Prismatic,2.0,Hydrogen-absorbing Alloy,
B498,High capacity lithium-ion cell for EVs,10000.0,3.7,,-10.0,Cylindrical,,Graphite,Lithium Iron Phosphate
B499,High capacity lithium-ion cell for EVs,1000.0,3.2,60.0,-20.0,Cylindrical,20.0,Graphite,Lithium Iron Phosphate
B500,High capacity lithium-ion cell for EVs,,12.0,40.0,-20.0,,2.0,Graphite,Lithium Iron Phosphate
B501,Lead-acid deep cycle battery for UPS,5000.0,3.7,40.0,-10.0,,50.0,Lead,Lead Dioxide
B502,High capacity lithium-ion cell for EVs,1000.0,,50.0,-10.0,Prismatic,50.0,Graphite,Lithium Iron Phosphate
B503,Solid-state battery prototype for aerospace,3000.0,3.2,40.0,-20.0,Cylindrical,20.0,Lithium Metal,
B504,Nickel-metal hydride battery pack for hybrid vehicles,2500.0,3.6,60.0,0.0,Cylindrical,,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B505,Nickel-metal hydride battery pack for hybrid vehicles,2500.0,3.6,60.0,0.0,Cylindrical,20.0,Hydrogen-absorbing Alloy,
B506,High capacity lithium-ion cell for EVs,10000.0,,,,Cylindrical,,Graphite,Lithium Iron Phosphate
B507,Lead-acid deep cycle battery for UPS,2500.0,3.2,40.0,0.0,Prismatic,2.0,Lead,Lead Dioxide
B508,Lead-acid deep cycle battery for UPS,5000.0,12.0,,0.0,,,Lead,Lead Dioxide
B509,Solid-state battery prototype for aerospace,2000.0,3.7,40.0,0.0,Prismatic,2.0,Lithium Metal,
B510,High capacity lithium-ion cell for EVs,3000.0,3.2,40.0,0.0,Cylindrical,2.0,Graphite,Lithium Iron Phosphate
B511,Nickel-metal hydride battery pack for hybrid vehicles,5000.0,3.6,40.0,0.0,Prismatic,100.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B512,Lead-acid deep cycle battery for UPS,3000.0,24.0,50.0,-20.0,Cylindrical,10.0,Lead,Lead Dioxide
B513,High capacity lithium-ion cell for EVs,3000.0,24.0,,,Pouch,2.0,,Lithium Iron Phosphate
B514,Lead-acid deep cycle battery for UPS,2000.0,,60.0,0.0,Pouch,5.0,Lead,Lead Dioxide
B515,Lead-acid deep cycle battery for UPS,10000.0,24.0,40.0,0.0,Pouch,10.0,Lead,Lead Dioxide
B516,Nickel-metal hydride battery pack for hybrid vehicles,2500.0,24.0,60.0,-10.0,Cylindrical,,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B517,Compact LiFePO4 battery for solar storage,2000.0,,40.0,-20.0,Prismatic,2.0,Graphite,Lithium Cobalt Oxide
B518,Solid-state battery prototype for aerospace,,12.0,60.0,-20.0,Pouch,,Lithium Metal,Lithium Cobalt Oxide
B519,Solid-state battery prototype for aerospace,10000.0,3.7,60.0,-20.0,,20.0,Lithium Metal,Lithium Cobalt Oxide
B520,Nickel-metal hydride battery pack for hybrid vehicles,,3.2,40.0,0.0,Cylindrical,50.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B521,Lead-acid deep cycle battery for UPS,10000.0,12.0,40.0,0.0,Prismatic,10.0,Lead,Lead Dioxide
B522,High capacity lithium-ion cell for EVs,5000.0,3.2,60.0,-10.0,Pouch,,Graphite,Lithium Iron Phosphate
B523,Lead-acid deep cycle battery for UPS,2000.0,3.2,,-20.0,,100.0,Lead,Lead Dioxide
B524,Nickel-metal hydride battery pack for hybrid vehicles,10000.0,24.0,50.0,0.0,Prismatic,20.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B525,Solid-state battery prototype for aerospace,10000.0,12.0,70.0,-20.0,,,Lithium Metal,Lithium Cobalt Oxide
B526,Lead-acid deep cycle battery for UPS,3000.0,3.7,70.0,-10.0,Prismatic,2.0,Lead,Lead Dioxide
,Solid-state battery prototype for aerospace,3000.0,3.7,,,Prismatic,,Lithium Metal,Lithium Cobalt Oxide
B528,High capacity lithium-ion cell for EVs,1000.0,,50.0,,Cylindrical,10.0,Graphite,Lithium Iron Phosphate
B529,Solid-state battery prototype for aerospace,5000.0,24.0,,,Cylindrical,100.0,Lithium Metal,Lithium Cobalt Oxide
B530,Solid-state battery prototype for aerospace,3000.0,,40.0,0.0,Cylindrical,50.0,Lithium Metal,Lithium Cobalt Oxide
B531,Compact LiFePO4 battery for solar storage,1000.0,3.2,70.0,0.0,Prismatic,10.0,Graphite,Lithium Cobalt Oxide
,Compact LiFePO4 battery for solar storage,3000.0,,70.0,-10.0,Cylindrical,1.0,Graphite,
,Compact LiFePO4 battery for solar storage,5000.0,12.0,40.0,0.0,Prismatic,100.0,Graphite,Lithium Cobalt Oxide
B534,Solid-state battery prototype for aerospace,10000.0,3.2,40.0,-10.0,Prismatic,20.0,,Lithium Cobalt Oxide
,Nickel-metal hydride battery pack for hybrid vehicles,2500.0,3.7,40.0,-20.0,Cylindrical,20.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B536,Solid-state battery prototype for aerospace,5000.0,3.6,50.0,-10.0,Pouch,20.0,,Lithium Cobalt Oxide
B537,Nickel-metal hydride battery pack for hybrid vehicles,,3.7,70.0,-20.0,Pouch,5.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B538,Nickel-metal hydride battery pack for hybrid vehicles,3000.0,12.0,40.0,-10.0,Pouch,2.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
,Compact LiFePO4 battery for solar storage,3000.0,3.2,60.0,0.0,Prismatic,10.0,Graphite,Lithium Cobalt Oxide
B540,Lead-acid deep cycle battery for UPS,10000.0,12.0,70.0,0.0,Prismatic,20.0,Lead,Lead Dioxide
B541,High capacity lithium-ion cell for EVs,2000.0,3.2,60.0,-10.0,Prismatic,1.0,Graphite,Lithium Iron Phosphate
B542,Compact LiFePO4 battery for solar storage,10000.0,24.0,50.0,0.0,Cylindrical,20.0,Graphite,Lithium Cobalt Oxide
B543,Compact LiFePO4 battery for solar storage,2000.0,3.6,40.0,0.0,Prismatic,50.0,,Lithium Cobalt Oxide
B544,Lead-acid deep cycle battery for UPS,,24.0,60.0,0.0,Cylindrical,2.0,Lead,Lead Dioxide
B545,High capacity lithium-ion cell for EVs,3000.0,24.0,50.0,-20.0,Cylindrical,100.0,Graphite,Lithium Iron Phosphate
B546,Solid-state battery prototype for aerospace,3000.0,,,,Pouch,2.0,,Lithium Cobalt Oxide
,Solid-state battery prototype for aerospace,2500.0,3.6,,,Pouch,,Lithium Metal,Lithium Cobalt Oxide
B548,Compact LiFePO4 battery for solar storage,,3.2,,,Pouch,100.0,Graphite,Lithium Cobalt Oxide
B549,High capacity lithium-ion cell for EVs,10000.0,3.2,50.0,0.0,Cylindrical,,Graphite,Lithium Iron Phosphate
B550,Compact LiFePO4 battery for solar storage,2500.0,3.7,40.0,0.0,Cylindrical,5.0,,Lithium Cobalt Oxide
B551,Nickel-metal hydride battery pack for hybrid vehicles,,,40.0,0.0,,,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B552,Compact LiFePO4 battery for solar storage,5000.0,,60.0,-10.0,,100.0,,Lithium Cobalt Oxide
B553,Compact LiFePO4 battery for solar storage,,24.0,60.0,-20.0,Cylindrical,10.0,Graphite,Lithium Cobalt Oxide
B554,Solid-state battery prototype for aerospace,10000.0,,60.0,-20.0,Pouch,20.0,Lithium Metal,Lithium Cobalt Oxide
B555,Solid-state battery prototype for aerospace,2000.0,,40.0,,Pouch,50.0,Lithium Metal,Lithium Cobalt Oxide
B556,Solid-state battery prototype for aerospace,10000.0,3.6,,-10.0,Cylindrical,1.0,,Lithium Cobalt Oxide
,Nickel-metal hydride battery pack for hybrid vehicles,5000.0,3.2,50.0,,,,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B558,Solid-state battery prototype for aerospace,3000.0,12.0,40.0,-10.0,Pouch,5.0,,Lithium Cobalt Oxide
B559,High capacity lithium-ion cell for EVs,2500.0,3.6,70.0,-10.0,Cylindrical,10.0,Graphite,
,Lead-acid deep cycle battery for UPS,5000.0,3.7,50.0,-10.0,,2.0,,Lead Dioxide
B561,High capacity lithium-ion cell for EVs,3000.0,12.0,60.0,,Prismatic,20.0,Graphite,Lithium Iron Phosphate
B562,High capacity lithium-ion cell for EVs,10000.0,12.0,70.0,-20.0,,20.0,Graphite,Lithium Iron Phosphate
,Solid-state battery prototype for aerospace,1000.0,12.0,,,Prismatic,,Lithium Metal,Lithium Cobalt Oxide
B564,Lead-acid deep cycle battery for UPS,1000.0,24.0,50.0,0.0,,,Lead,Lead Dioxide
B565,Lead-acid deep cycle battery for UPS,2000.0,12.0,70.0,-10.0,Cylindrical,20.0,,Lead Dioxide
B566,Lead-acid deep cycle battery for UPS,3000.0,3.2,70.0,0.0,,20.0,Lead,Lead Dioxide
B567,Nickel-metal hydride battery pack for hybrid vehicles,1000.0,12.0,50.0,-10.0,Cylindrical,20.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B568,Solid-state battery prototype for aerospace,2500.0,24.0,50.0,-20.0,Prismatic,1.0,Lithium Metal,Lithium Cobalt Oxide
B569,Lead-acid deep cycle battery for UPS,3000.0,12.0,,,Cylindrical,,Lead,Lead Dioxide
B570,Nickel-metal hydride battery pack for hybrid vehicles,2500.0,3.7,60.0,-20.0,Pouch,100.0,,Nickel Oxyhydroxide
B571,Compact LiFePO4 battery for solar storage,2500.0,3.7,40.0,-10.0,Cylindrical,20.0,Graphite,Lithium Cobalt Oxide
B572,Compact LiFePO4 battery for solar storage,1000.0,24.0,,-10.0,Pouch,,Graphite,Lithium Cobalt Oxide
B573,Nickel-metal hydride battery pack for hybrid vehicles,3000.0,3.2,70.0,-10.0,Pouch,5.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
,Nickel-metal hydride battery pack for hybrid vehicles,10000.0,3.2,60.0,-20.0,Prismatic,,,Nickel Oxyhydroxide
B575,Solid-state battery prototype for aerospace,5000.0,3.6,70.0,-10.0,,20.0,Lithium Metal,Lithium Cobalt Oxide
B576,Solid-state battery prototype for aerospace,,24.0,70.0,-20.0,Prismatic,100.0,Lithium Metal,Lithium Cobalt Oxide
B577,Compact LiFePO4 battery for solar storage,1000.0,12.0,40.0,0.0,Cylindrical,10.0,,Lithium Cobalt Oxide
B578,Lead-acid deep cycle battery for UPS,,24.0,40.0,,Pouch,100.0,Lead,Lead Dioxide
B579,Compact LiFePO4 battery for solar storage,3000.0,,40.0,-10.0,Pouch,20.0,Graphite,Lithium Cobalt Oxide
B580,Lead-acid deep cycle battery for UPS,3000.0,24.0,50.0,-10.0,Cylindrical,2.0,Lead,
B581,Lead-acid deep cycle battery for UPS,,24.0,50.0,0.0,,1.0,Lead,Lead Dioxide
B582,Solid-state battery prototype for aerospace,10000.0,3.6,40.0,-10.0,Prismatic,,Lithium Metal,
,High capacity lithium-ion cell for EVs,10000.0,3.2,40.0,-20.0,Cylindrical,10.0,Graphite,Lithium Iron Phosphate
B584,High capacity lithium-ion cell for EVs,3000.0,12.0,50.0,,Cylindrical,2.0,Graphite,Lithium Iron Phosphate
B585,Nickel-metal hydride battery pack for hybrid vehicles,2500.0,3.6,,-10.0,,20.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B586,Solid-state battery prototype for aerospace,,3.7,,-10.0,Prismatic,1.0,Lithium Metal,
B587,Lead-acid deep cycle battery for UPS,2000.0,3.2,70.0,0.0,Cylindrical,,Lead,Lead Dioxide
B588,High capacity lithium-ion cell for EVs,5000.0,3.7,40.0,,Pouch,1.0,,Lithium Iron Phosphate
B589,Lead-acid deep cycle battery for UPS,1000.0,3.2,,,Prismatic,10.0,Lead,Lead Dioxide
B590,High capacity lithium-ion cell for EVs,,12.0,50.0,-10.0,,20.0,Graphite,Lithium Iron Phosphate
B591,High capacity lithium-ion cell for EVs,5000.0,12.0,40.0,0.0,Pouch,50.0,,Lithium Iron Phosphate
B592,High capacity lithium-ion cell for EVs,2000.0,24.0,,0.0,,,Graphite,Lithium Iron Phosphate
B593,Solid-state battery prototype for aerospace,2000.0,3.7,60.0,-20.0,Pouch,50.0,Lithium Metal,
B594,Compact LiFePO4 battery for solar storage,2500.0,3.2,60.0,0.0,Cylindrical,10.0,,Lithium Cobalt Oxide
B595,Lead-acid deep cycle battery for UPS,5000.0,12.0,50.0,-20.0,,5.0,Lead,Lead Dioxide
B596,Solid-state battery prototype for aerospace,2500.0,,50.0,-20.0,,20.0,Lithium Metal,
B597,Solid-state battery prototype for aerospace,1000.0,12.0,,0.0,Prismatic,2.0,Lithium Metal,Lithium Cobalt Oxide
B598,Solid-state battery prototype for aerospace,10000.0,3.6,70.0,-20.0,Prismatic,,Lithium Metal,Lithium Cobalt Oxide
B599,Solid-state battery prototype for aerospace,10000.0,3.2,,-10.0,Pouch,,Lithium Metal,Lithium Cobalt Oxide
,Solid-state battery prototype for aerospace,,12.0,60.0,-10.0,Cylindrical,20.0,Lithium Metal,Lithium Cobalt Oxide
,Nickel-metal hydride battery pack for hybrid vehicles,5000.0,12.0,50.0,0.0,Pouch,100.0,,
B602,Lead-acid deep cycle battery for UPS,,3.2,70.0,,Pouch,2.0,Lead,Lead Dioxide
B603,Solid-state battery prototype for aerospace,1000.0,12.0,60.0,-20.0,Cylindrical,20.0,Lithium Metal,Lithium Cobalt Oxide
B604,Lead-acid deep cycle battery for UPS,2500.0,3.6,70.0,-10.0,Pouch,2.0,Lead,
B605,Nickel-metal hydride battery pack for hybrid vehicles,5000.0,,70.0,0.0,Prismatic,50.0,,Nickel Oxyhydroxide
,Nickel-metal hydride battery pack for hybrid vehicles,,3.7,60.0,0.0,Pouch,5.0,Hydrogen-absorbing Alloy,
,Lead-acid deep cycle battery for UPS,5000.0,24.0,50.0,-20.0,Cylindrical,2.0,Lead,Lead Dioxide
,High capacity lithium-ion cell for EVs,2500.0,3.6,60.0,0.0,Cylindrical,50.0,Graphite,Lithium Iron Phosphate
B609,Compact LiFePO4 battery for solar storage,,3.7,60.0,,,,Graphite,
B610,High capacity lithium-ion cell for EVs,,,70.0,0.0,Cylindrical,20.0,Graphite,Lithium Iron Phosphate
B611,High capacity lithium-ion cell for EVs,10000.0,3.6,60.0,-20.0,,1.0,Graphite,Lithium Iron Phosphate
B612,High capacity lithium-ion cell for EVs,2000.0,24.0,50.0,0.0,Prismatic,100.0,Graphite,Lithium Iron Phosphate
B613,Solid-state battery prototype for aerospace,2500.0,24.0,60.0,-10.0,Pouch,1.0,Lithium Metal,
B614,Nickel-metal hydride battery pack for hybrid vehicles,5000.0,3.2,,-20.0,Prismatic,20.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B615,High capacity lithium-ion cell for EVs,5000.0,3.2,50.0,-10.0,Pouch,5.0,Graphite,Lithium Iron Phosphate
B616,Nickel-metal hydride battery pack for hybrid vehicles,5000.0,3.6,70.0,,Prismatic,2.0,,Nickel Oxyhydroxide
B617,Lead-acid deep cycle battery for UPS,3000.0,12.0,40.0,0.0,Pouch,5.0,Lead,Lead Dioxide
B618,Compact LiFePO4 battery for solar storage,1000.0,3.2,40.0,-20.0,Prismatic,1.0,Graphite,Lithium Cobalt Oxide
B619,Lead-acid deep cycle battery for UPS,5000.0,12.0,,,Pouch,100.0,Lead,Lead Dioxide
B620,Lead-acid deep cycle battery for UPS,2000.0,3.7,60.0,,Prismatic,50.0,Lead,Lead Dioxide
B621,Solid-state battery prototype for aerospace,5000.0,24.0,70.0,,,100.0,Lithium Metal,Lithium Cobalt Oxide
,Compact LiFePO4 battery for solar storage,3000.0,12.0,50.0,0.0,Prismatic,20.0,Graphite,Lithium Cobalt Oxide
,Lead-acid deep cycle battery for UPS,10000.0,24.0,40.0,-20.0,Cylindrical,20.0,Lead,Lead Dioxide
B624,Lead-acid deep cycle battery for UPS,,12.0,70.0,,Pouch,5.0,Lead,Lead Dioxide
B625,Compact LiFePO4 battery for solar storage,,3.7,60.0,,Prismatic,50.0,Graphite,Lithium Cobalt Oxide
B626,Compact LiFePO4 battery for solar storage,10000.0,3.2,70.0,0.0,Pouch,5.0,Graphite,Lithium Cobalt Oxide
B627,Lead-acid deep cycle battery for UPS,2000.0,3.7,40.0,0.0,Pouch,2.0,Lead,Lead Dioxide
B628,Compact LiFePO4 battery for solar storage,2500.0,3.2,70.0,-10.0,Prismatic,10.0,Graphite,Lithium Cobalt Oxide
,Lead-acid deep cycle battery for UPS,1000.0,3.2,,-20.0,,,,Lead Dioxide
,Lead-acid deep cycle battery for UPS,1000.0,24.0,40.0,-10.0,Prismatic,,,Lead Dioxide
,Solid-state battery prototype for aerospace,3000.0,3.7,,-20.0,Cylindrical,,Lithium Metal,Lithium Cobalt Oxide
B632,High capacity lithium-ion cell for EVs,10000.0,12.0,50.0,,Pouch,2.0,Graphite,Lithium Iron Phosphate
B633,Lead-acid deep cycle battery for UPS,1000.0,3.7,,-20.0,Cylindrical,10.0,Lead,Lead Dioxide
B634,Nickel-metal hydride battery pack for hybrid vehicles,10000.0,24.0,70.0,-10.0,Pouch,1.0,,
B635,High capacity lithium-ion cell for EVs,,,40.0,-10.0,,100.0,Graphite,Lithium Iron Phosphate
B636,High capacity lithium-ion cell for EVs,,24.0,50.0,-10.0,Pouch,,Graphite,
B637,High capacity lithium-ion cell for EVs,3000.0,3.6,60.0,-20.0,Prismatic,2.0,Graphite,
B638,Solid-state battery prototype for aerospace,3000.0,3.6,70.0,-10.0,Cylindrical,10.0,Lithium Metal,Lithium Cobalt Oxide
B639,Lead-acid deep cycle battery for UPS,1000.0,12.0,50.0,-10.0,Pouch,20.0,Lead,Lead Dioxide
B640,Solid-state battery prototype for aerospace,3000.0,24.0,,-10.0,,,Lithium Metal,Lithium Cobalt Oxide
B641,Lead-acid deep cycle battery for UPS,1000.0,12.0,40.0,,Pouch,,Lead,Lead Dioxide
B642,Solid-state battery prototype for aerospace,3000.0,12.0,60.0,0.0,Prismatic,20.0,Lithium Metal,Lithium Cobalt Oxide
B643,Solid-state battery prototype for aerospace,5000.0,3.6,40.0,,Pouch,20.0,Lithium Metal,Lithium Cobalt Oxide
,Nickel-metal hydride battery pack for hybrid vehicles,10000.0,12.0,60.0,-20.0,Cylindrical,2.0,Hydrogen-absorbing Alloy,
B645,Solid-state battery prototype for aerospace,3000.0,3.6,70.0,-10.0,Cylindrical,,Lithium Metal,
B646,Compact LiFePO4 battery for solar storage,2000.0,3.2,70.0,0.0,Pouch,5.0,Graphite,Lithium Cobalt Oxide
B647,Nickel-metal hydride battery pack for hybrid vehicles,10000.0,24.0,40.0,-10.0,Prismatic,50.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B648,Solid-state battery prototype for aerospace,10000.0,12.0,,-10.0,Pouch,100.0,Lithium Metal,
B649,High capacity lithium-ion cell for EVs,3000.0,,60.0,0.0,Prismatic,1.0,Graphite,Lithium Iron Phosphate
B650,Compact LiFePO4 battery for solar storage,2500.0,3.7,70.0,0.0,Pouch,100.0,,
B651,Compact LiFePO4 battery for solar storage,,12.0,40.0,0.0,Prismatic,2.0,Graphite,Lithium Cobalt Oxide
B652,Compact LiFePO4 battery for solar storage,10000.0,3.2,60.0,-20.0,Cylindrical,1.0,Graphite,Lithium Cobalt Oxide
B653,Nickel-metal hydride battery pack for hybrid vehicles,2000.0,3.2,70.0,-20.0,Pouch,50.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
,Solid-state battery prototype for aerospace,10000.0,,50.0,-10.0,Cylindrical,10.0,Lithium Metal,Lithium Cobalt Oxide
B655,Solid-state battery prototype for aerospace,2000.0,3.6,40.0,-20.0,Cylindrical,20.0,Lithium Metal,Lithium Cobalt Oxide
,High capacity lithium-ion cell for EVs,1000.0,,50.0,0.0,Pouch,,,Lithium Iron Phosphate
B657,High capacity lithium-ion cell for EVs,5000.0,3.6,40.0,0.0,Pouch,100.0,Graphite,Lithium Iron Phosphate
B658,Compact LiFePO4 battery for solar storage,10000.0,3.2,70.0,-20.0,Prismatic,20.0,Graphite,Lithium Cobalt Oxide
,High capacity lithium-ion cell for EVs,3000.0,3.6,60.0,-10.0,,2.0,,
